Generation types,AL00,AT00,BA00,BE00,BEOF,BG00,CH00,CY00,CZ00,DE00,DEKF,DKBH,DKE1,DKKF,DKNS,DKW1,DZ00,EE00,EEOF,EG00,ES00,FI00,FR00,FR15,GE00,GR00,GR03,HR00,HU00,IE00,IL00,ITA0,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,LT00,LTOF,LUB1,LUF1,LUG1,LUV1,LV00,LY00,MA00,MD00,ME00,MK00,MT00,NL00,NL60,NL6H,NLA0,NLBH,NLLL,NOM1,NON1,NOS0,PL00,PS00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TN00,TR00,UA00,UK00,UKNI,IT-1,IT-2,IT-3,IT-4,IT-5,IT-6,IT-7,IT-8,IT-9,IT-10,IT-11,IT-12,IT-13,IT-14,IT-15,IT-16,IT-17,IT-18,IT-19,IT-20
Gas CCGT CCS,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas OCGT old,0.0,17.2,0.0,0.0,0,0.0,0.0,0.0,0.0,43.3,0,0,128.8572222,0,0,480.1892231,2080,0.0,0,0.0,0.0,38.0,199.0,0.0,0,147.762,0,0.0,154.0,0.0,0.0,0,222.919,216.0,2156.0,98.0,1049.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,615,0.0,0.0,0.0,0.0,165.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,97.0,0.0,54.0,0.0,482.0,0.0,1200,0.0,0.0,2444.89,12.0,15.0,0.0,30.0,1.0,31.0,3.0,1.0,17.0,216.0,0.0,0.0,2107.0,49.0,501.0,0.0,60.0,32.0,456.0,0.0,0.0
Gas OCGT new,0.0,51.2,0.0,244.0,0,20.0,0.0,0.0,131.1,2355.806,0,0,100.742,0,0,167.23336,4200,0.0,0,0.0,0.0,87.0,437.0,0.0,0,0.0,0,0.0,114.0,116.0,4200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,3740,0,33.0,0.0,0.0,0.0,314.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,126.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light oil,0.0,120.0,0.0,0.0,0,0.0,0.0,187.5,0.0,1585.33,0,0,531.0,0,0,165.8,0,0.0,0,574.4,0.0,0.0,971.0,284.0,0,0.0,310,0.0,495.0,188.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavy oil old 1,0.0,0.0,0.0,140.0,0,0.0,0.0,0.0,0.0,0.0,0,0,65.1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,303.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.278,0,0.0,0.0,204.6616257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavy oil old 2,0.0,0.0,0.0,0.0,0,0.0,0.0,97.8,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,600.0,0.0,0.0,0.0,0.0,0,0.0,98,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,350,495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale old,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,173.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale new,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,658.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT present 1,0.0,370.0,0.0,0.0,0,0.0,0.0,0.0,834.0,1658.588,0,0,0.0,0,0,0.0,6380,0.0,0,0.0,20517.56,234.0,792.0,0.0,730,777.8,0,202.0,828.0,803.0,0.0,0,0.0,885.0,9466.0,22876.0,10950.0,120.0,0,0.0,0,0,0,0.0,0,73.0,2460,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.564,0,5440.0,0.0,21988.45467,0.0,3947.0,0.0,11686.0,2.0,1.0,79.0,2554.0,4607.0,885.0,745.0,0.0,3858.0,1775.0,1556.0,3088.0,6196.0,14.0,3184.0,0.0,120.0
Gas CCGT present 2,0.0,1751.6,0.0,1732.1,0,97.0,0.0,0.0,55.1,18452.87492,0,0,0.0,0,0,0.0,0,0.0,0,6783.7,0.0,0.0,5347.0,0.0,0,2449.3,0,498.0,0.0,2098.0,3440.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,403.0,0,0,0,0.0,0,0.0,0,830,0.0,0.0,0.0,150.0,7083.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,600.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other non-RES,0.0,464.24391,0.0,749.2935631,0,0.0,178.9319863,0.0,326.8104604,5541.311916,0,0,0.0,0,0,0.0,0,22.94184,0,0.0,2161.595081,95.0,972.6290411,0.0,0,0.0,0,40.0,461.7573141,138.0,323.4703196,0,16.64430352,51.78629101731772,436.9980231747662,1378.227358933593,113.76375712844406,0.0,0,106.89,0,0,0,17.5,0,0.0,0,0,0.0,0.0,0.0,0.0,1864.467573,0,0,0,0,0,20.0,195.0,50.0,267.7885395,0,254.7945205,0.0,0.0,0.0,0.0,0.0,0.0,217.0008943,1.422087426,0,1009.291324,1570.776256,2850.612406,8.766493151,196.87239792814265,0.0,773.7034244171432,41.038030383755014,64.46644633796897,48.60967957500971,0.0,253.53738029157353,51.786291017317716,0.0,0.0,122.10508186607987,0.0,40.61149051971223,314.8929413086864,34.63902585592081,16.110605576842335,22.402635175968676,0.0,0.0
Battery,0.0,67.75756045,0.0,594.3584,0,1600.0,1221.283571,0.0,637.3,3200.4,0,0,0.0,0,0,160.0,0,0.0,0,0.0,2500.0,1000.0,470.0,0.0,0,5300.0,300,70.0,380.16,2250.0,0.0,0,783.0,3728.0,7096.0,0.0,0.0,0.0,0,1200.0,0,0,0,25.0,0,80.0,0,0,0.0,0.0,0.0,0.0,9331.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,400.0,0.0,11.54267317,11.12954062,161.7230745,70.53963148,606.8,266.0,0,0.0,0.0,15065.542,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.0,4271.0,1909.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onshore Wind,280.0,7500.000834,786.6,4900.0,0,800.0,180.0,157.5,741.0,115000.0,0,0,500.0,0,0,3500.0,0,634.0,0,10000.0,45400.0,13000.0,28000.0,28.79999924,1300,6588.811071,500,1500.0,334.29,7000.0,500.0,0,1623.0,281.0,3940.0,156.0,30946.0,4074.0,4233,5000.0,0,0,0,0.0,0,237.0,200,4847,310.0,0.0,180.0,0.0,7500.0,0,0,0,0,0,2401.4,1108.09,1797.9,10806.0,20,8699.5,5255.0,4282.25,2930.0,7000.0,3868.223271,2000.0,60.0,715.0,1157,19000.0,2500.0,22270.5897,2466.0,8.0,1.0,0.0,0.0,6.0,0.0,23.0,118.0,144.0,366.0,137.0,448.0,344.0,1743.0,2782.0,15882.0,10191.0,3130.0,4233.0,4074.0
Offshore Wind,0.0,0.0,0.0,4360.0,1400,1400.0,0.0,0.0,0.0,0.0,30185,3000,336.3,3000,0,1923.4,0,604.8,0,0.0,0.0,2722.4,0.0,0.0,0,0.0,2800,1000.0,3875.0,2700.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3469.0,1730,900.0,0,600,3800,1400.0,1400,1400.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2000,0.0,500.0,0.0,0.0,0,0.0,14542.5,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0,0.0,0.0,3003.5,10004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,3469.0
Solar PV,600.0,12000.0,454.8,11000.0,0,2500.0,7650.0,804.0,10820.0,215000.0,0,0,1995.0,0,0,2929.0,4266,1000.0,0,10000.0,42937.5,3000.0,23000.0,340.0,520,8000.0,350,720.18,9592.526526,7987.0,10000.0,0,1444.0,7432.0,14454.0,41871.0,4582.0,842.0,5309,5000.0,0,0,0,540.6,0,146.03,2000,2511,250.0,31.5,275.0,46.0,41964.43162,0,0,0,0,0,780.0,0.0,3000.0,13885.0,350,11675.44801,5054.0,605.85,0.0,103.0,1523.0,650.0,1845.0,1500.0,1431,17500.0,2500.0,24346.677,617.0,8956.0,1494.0,3600.0,356.0,9226.0,2722.0,1860.0,13657.0,2104.0,367.0,5328.0,7014.0,5227.0,1620.0,1846.0,1923.0,232.0,807.0,5309.0,842.0
Reservoir,2031.744,2787.129,1906.0,0.0,0,1281.3,8530.0,0.0,517.54,819.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,11414.19,3236.608,9847.0,182.0,2864,2743.7,0,1948.09,0.0,0.0,0.0,0,701.284,496.0,965.0,7030.0,748.0,189.0,127,0.0,0,0,0,0.0,0,0.0,0,0,0.0,1058.4,728.6,0.0,0.0,0,0,0,0,0,3206.463902,4754.081044,19689.39834,427.48,0,3765.5,2561.854,434.27,5444.0,7650.1,2286.0,237.1,21.4,21.28,0,26400.0,4650.0,0.0,0.0,1676.0,535.0,1999.0,1604.0,659.0,260.0,73.0,224.0,291.0,256.0,205.0,280.0,270.0,86.0,159.0,4.0,131.0,527.0,127.0,189.0
Run-of-River,603.672,5228.62576,40.8,148.202,0,535.51,4215.0,0.0,431.63,3933.9,0,0,0.0,0,0,0.0,0,0.0,0,2832.0,3424.665616,0.0,13600.0,14.0,2731,360.98,0,63.14,64.203,215.0,0.0,0,125.385,146.0,742.0,5947.0,300.0,40.0,26,126.2,0,0,0,42.0,0,0.0,0,0,0.0,78.853,230.5000011,0.0,37.0,0,0,0,0,0,1183.984472,726.910955,5557.048792,367.31,0,505.0,3366.474,2131.82,0.0,0.0,0.0,0.0,128.3659162,1425.3015,0,9100.0,275.0,2219.471141,0.0,1004.9999999999999,572.0,2037.9999999999998,1489.0,363.0,308.0,20.0,152.0,95.0,322.0,51.0,151.0,182.0,0.0,87.0,0.0,0.0,300.0,26.0,40.0
Other RES,0.0,760.6445555,0.0,614.625,0,302.0,425.8891116,12.1,654.8,13067.586,0,0,0.0,0,0,7.26,0,167.65,0,0.0,1730.0002,2624.82,2390.0,36.0,0,430.997,0,198.0,223.2437,70.0,0.0,0,165.36,182.0,229.0,1617.0,487.0,5.0,259,209.89,0,0,0,121.3,0,159.0179091,0,0,30.0,49.0,31.0,0.0,415.0,0,0,0,0,0,0.0,0.0,0.0,2155.053722,0,1617.0,137.0,130.99,198.7,743.57,2818.055,698.09,61.20331639,401.1493153,0,3900.0,500.0,2829.165953,77.0,141.0,0.0,150.0,9.0,52.0,17.0,10.0,1238.0,114.0,122.0,68.0,28.0,26.0,27.0,53.0,272.0,82.0,106.0,259.0,5.0
Hydro Pumped Storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1823.0,5244.6,0.0,281.6,585,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1386.7,0.0,2751.9,536.0,240.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,698.0,0.0,1125.0,0.0,0.0,0.0,585.0,281.6
