Generation types,AL00,AT00,BA00,BE00,BEOF,BG00,CH00,CY00,CZ00,DE00,DEKF,DKBH,DKE1,DKKF,DKNS,DKW1,DZ00,EE00,EEOF,EG00,ES00,FI00,FR00,FR15,GE00,GR00,GR03,HR00,HU00,IE00,IL00,ITA0,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,LT00,LTOF,LUB1,LUF1,LUG1,LUV1,LV00,LY00,MA00,MD00,ME00,MK00,MT00,NL00,NL60,NL6H,NLA0,NLBH,NLLL,NOM1,NON1,NOS0,PL00,PS00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TN00,TR00,UA00,UK00,UKNI,IT-1,IT-2,IT-3,IT-4,IT-5,IT-6,IT-7,IT-8,IT-9,IT-10,IT-11,IT-12,IT-13,IT-14,IT-15,IT-16,IT-17,IT-18,IT-19,IT-20
Gas Conventional old 2,0.0,0.0,0.0,0.0,0,0.0,0.0,97.58,0.0,318.69,0,0.0,0.0,0,0,0.0,0,0.0,0,16663.5,0.0,0.0,0.0,0.0,250.0,0.0,0,0.0,0.0,0.0,1170.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,110.0,0,0,0,0.0,0,0.0,4550,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.343,0,0.0,0.0,641.6614656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT old 1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,294.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.662,0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT old 2,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,260.0,39.65,0,0.0,0.0,0,0,10.385,0,0.0,0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0,0.0,384.0,406.9565217,3960.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,1485,0,0.0,0.0,0.0,204.0,476.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,4400.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT new,200.0,0.0,385.0,4197.0,0,1064.0,0.0,425.7,1377.5,857.16,0,0.0,0.0,0,0,0.0,13800,250.0,0,24900.0,0.0,0.0,0.0,0.0,0.0,4701.8,0,126.0,1759.0,2238.2,4140.0,0,3274.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,1004.0,1570,450,0.0,0.0,699.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,9781.714352,200,0.0,5531.1,182.9,0.0,0.0,0.0,0.0,170.0,502.456,1350,30210.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT CCS,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas OCGT old,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.984,0,0,380.931,2080,0.0,0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0,0.0,154.0,0.0,0.0,0,222.919,216.0,2156.0,98.0,1049.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,615,0.0,0.0,0.0,0.0,161.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,482.0,0.0,1200,0.0,0.0,598.0,12.0,15.0,0.0,30.0,1.0,31.0,3.0,1.0,17.0,216.0,0.0,0.0,2107.0,49.0,501.0,0.0,60.0,32.0,456.0,0.0,0.0
Gas OCGT new,0.0,0.0,0.0,244.0,0,20.0,0.0,0.0,131.1,669.921,0,0.0,86.4,0,0,34.4,4200,0.0,0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0,0.0,0.0,116.0,4200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,4849,0,33.0,0.0,0.0,0.0,232.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,166.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light oil,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,531.0,0,0,151.8,0,0.0,0,574.4,0.0,0.0,0.0,284.0,0.0,0.0,0,0.0,10.0,188.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavy oil old 1,0.0,0.0,0.0,140.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,65.1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavy oil old 2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,350,495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale old,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil shale new,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,464.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas CCGT present 1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,834.0,265.528,0,0.0,0.0,0,0,0.0,6380,0.0,0,0.0,20517.56,234.0,678.0,0.0,980.0,0.0,0,0.0,828.0,803.0,0.0,0,0.0,885.0,815.0,6041.0,1906.0,120.0,0,0.0,0,0,0,0.0,0,73.0,2460,830,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.564,0,5440.0,0.0,5983.1,0.0,289.0,0.0,0.0,0.0,1.0,79.0,1065.0,4607.0,885.0,0.0,0.0,0.0,666.0,262.0,149.0,291.0,14.0,1339.0,0.0,120.0
Gas CCGT present 2,0.0,0.0,0.0,1281.1,0,97.0,0.0,0.0,55.1,5009.76875,0,0.0,0.0,0,0,0.0,0,0.0,0,6783.7,0.0,0.0,5347.0,0.0,0.0,1617.2,0,380.0,0.0,2098.0,3440.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,403.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,300.0,3044.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,600.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other non-RES,0.0,464.24391,0.0,749.2935631,0,0.0,165.0335236,0.0,0.0,2340.1,0,0.0,0.0,0,0,0.0,0,22.94184,0,0.0,2161.595081,42.89431346,132.640075,0.0,0.0,0.0,0,200.0,463.8004029,0.0,323.4703196,0,16.64430352,51.78629101731772,436.9980231747662,1378.227358933593,113.76375712844406,0.0,0,106.89,0,0,0,17.5,0,0.0,0,0,0.0,0.0,0.0,0.0,944.7768027,0,0,0,0,0,20.0,195.0,50.0,259.7310873,0,181.9178082,0.0,0.0,0.0,0.0,0.0,0.0,275.4583241,29.44635369,0,1009.291324,1570.776256,730.3593056,0.0,196.87239792814265,0.0,773.7034244171432,41.038030383755014,64.46644633796897,48.60967957500971,0.0,253.53738029157353,51.786291017317716,0.0,0.0,122.10508186607987,0.0,40.61149051971223,314.8929413086864,34.63902585592081,16.110605576842335,22.402635175968676,0.0,0.0
Battery,0.0,238.6954962,0.0,1821.3064,0,1600.0,5554.876379,655.0,2585.1,109812.03,0,0.0,0.0,0,0,160.0,0,0.0,0,0.0,13000.0,2000.0,5177.0,0.0,0.0,8900.0,450,110.0,520.7175,7893.0,0.0,0,1863.0,0.0,0.0,0.0,0.0,0.0,0,2200.0,0,0,0,50.0,0,80.0,0,10,0.0,0.0,0.0,0.0,30817.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,800.0,0.0,34.62801951,33.38862185,485.1692235,211.6188944,1206.8,679.0,0,0.0,0.0,23306.591,2747.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onshore Wind,600.0,7500.0,1516.6,6500.0,0,1200.0,180.0,157.5,1141.47,158875.0,0,0.0,500.0,0,0,3500.0,0,696.0,0,10000.0,65400.0,13000.0,30500.0,28.79999924,2000.0,7000.0,800,2000.0,0.0,7000.0,500.0,0,1803.0,398.0,6932.0,252.0,69104.0,29064.0,26772,5430.0,0,0,0,0.0,0,352.0,1000,4847,310.0,0.0,440.0,0.0,8700.0,0,0,0,0,0,2424.575,1858.09,2060.7,10806.0,20,10463.0,6000.0,4282.25,3670.0,7500.0,4320.0,2370.0,120.0,855.0,1157,23000.0,2500.0,22270.5897,2550.0,15.0,2.0,0.0,0.0,11.0,0.0,46.0,178.0,144.0,549.0,254.0,825.0,370.0,3877.0,5188.0,38810.0,19089.0,7328.0,26772.0,29064.0
Offshore Wind,0.0,0.0,0.0,4360.0,3600,3600.0,0.0,0.0,0.0,0.0,64723,3000.0,672.6,3000,10000,1923.4,0,1604.8,3500,0.0,10000.0,10722.4,0.0,0.0,0.0,3500.0,2800,4900.0,26375.0,8650.0,0.0,0,1550.0,0.0,0.0,0.0,0.0,14669.0,5833,1600.0,1400,900,6200,2600.0,3200,2800.0,0,0,0.0,1400.0,0.0,0.0,0.0,7300,8000,0,0,2000,0.0,1000.0,0.0,0.0,0,0.0,33242.5,7300.0,8000.0,0.0,0.0,2000.0,2000.0,500.0,0,0.0,0.0,7503.5,10900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5833.0,14669.0
Solar PV,1200.0,12000.0,1309.8,20000.0,0,3000.0,10100.0,1540.0,11573.0,365875.0,0,0.0,2943.0,0,0,4351.0,4266,1200.0,0,10000.0,72187.5,7000.0,47000.0,340.0,2000.0,12000.0,400,1444.0,13964.08318,7987.0,10000.0,0,1605.0,23026.0,39929.0,78935.0,19024.0,7068.0,14262,5320.0,0,0,0,790.6,0,386.03,800,2511,250.0,31.5,806.0,42.028,68245.34976,0,0,0,0,0,1000.0,0.0,7500.0,15897.0,350,13393.56498,8300.0,605.85,0.0,254.0,3160.0,1350.0,2845.0,2000.0,1431,22000.0,2500.0,25890.0,617.0,21762.0,2896.0,4635.0,4146.0,13808.0,4304.0,2764.0,24620.0,13514.0,4512.0,9512.0,15342.0,10431.0,2984.0,9644.0,7372.0,3044.0,5624.0,14262.0,7068.0
Reservoir,2142.744,2787.129,1906.0,0.0,0,1281.3,8930.0,0.0,520.51,819.0,0,1821.744,0.0,0,0,0.0,0,0.0,0,0.0,11414.19,3236.608,9847.0,182.0,4326.3,2743.7,0,1948.09,0.0,0.0,0.0,0,701.284,496.0,965.0,7030.0,748.0,189.0,127,0.0,0,0,0,0.0,0,0.0,0,0,0.0,1058.4,728.6,0.0,0.0,0,0,0,0,0,3290.924173,4835.481776,21905.2789,427.48,0,3765.5,2561.854,434.27,5444.0,7650.1,2286.0,237.1,21.4,21.28,0,27700.0,4650.0,0.0,0.0,1676.0,535.0,1999.0,1604.0,659.0,260.0,73.0,224.0,291.0,256.0,205.0,280.0,270.0,86.0,159.0,4.0,131.0,527.0,127.0,189.0
Run-of-River,757.672,5350.12576,40.8,165.002,0,535.51,4310.0,0.0,431.63,3933.9,0,400.672,0.0,0,0,0.0,0,0.0,0,2832.0,3424.665616,0.0,13600.0,14.0,3140.0,528.6466667,0,63.14,64.203,215.0,0.0,0,125.385,146.0,742.0,5947.0,300.0,40.0,26,126.2,0,0,0,43.0,0,0.0,0,1720,0.0,78.853,418.9400011,0.0,37.0,0,0,0,0,0,1241.31448,782.1642072,5839.340523,367.31,0,505.0,3396.184,2690.57,0.0,0.0,0.0,0.0,140.6156605,1425.3015,0,9110.0,275.0,2385.603099,0.0,1004.9999999999999,572.0,2037.9999999999998,1489.0,363.0,308.0,20.0,152.0,95.0,322.0,51.0,151.0,182.0,0.0,87.0,0.0,0.0,300.0,26.0,40.0
Other RES,0.0,760.6445555,0.0,614.625,0,309.0,621.3509958,12.1,584.5,5835.196,0,0.0,0.0,0,0,7.26,0,134.65,0,0.0,1730.0002,2624.82,2415.06,36.0,0.0,1769.997,0,198.0,224.4437,115.0,0.0,0,165.36,150.0,137.0,1373.0,413.0,0.0,176,209.89,0,0,0,143.3,0,299.927,0,0,30.0,49.0,31.0,0.0,208.6,0,0,0,0,0,0.0,0.0,0.0,1969.368822,0,1683.0,224.9978,130.99,198.7,743.57,2554.055,698.09,83.38362209,457.1454468,0,3900.0,500.0,8053.72711,102.0,84.0,0.0,68.0,0.0,8.0,17.0,0.0,1196.0,91.0,115.0,59.0,0.0,22.0,15.0,0.0,255.0,41.0,102.0,176.0,0.0
Hydro Pumped Storage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1823.0,5244.6,0.0,281.6,585,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1386.7,0.0,2751.9,536.0,240.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,698.0,0.0,1125.0,0.0,0.0,0.0,585.0,281.6
