Generation types,AL00,AT00,BA00,BE00,BEOF,BG00,CH00,CY00,CZ00,DE00,DEKF,DKBH,DKE1,DKKF,DKNS,DKW1,DZ00,EE00,EEOF,EG00,ES00,FI00,FR00,FR15,GE00,GR00,GR03,HR00,HU00,IE00,IL00,ITA0,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,LT00,LTOF,LUB1,LUF1,LUG1,LUV1,LV00,LY00,MA00,MD00,ME00,MK00,MT00,NL00,NL60,NL6H,NLA0,NLBH,NLLL,NOM1,NON1,NOS0,PL00,PS00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TN00,TR00,UA00,UK00,UKNI
Oil shale old,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil shale new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas CCGT present 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,0,0,0,14920.4,234,0,0,980,0,0,0,401,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2460,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.564,0,5440,0,3747.501316,0
Gas CCGT present 2,0,0,0,1281.1,0,97,0,0,55.1,0,0,0,0,0,0,0,0,0,0,6783.7,0,0,3835,0,0,751,0,0,0,2098,3440,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,600,0,0,408
Other non-RES,0,464.24391,0,749.2935631,0,0,119.777526,0,416.8646509,0,0,0,0,0,0,0,0,22.94184,0,0,2161.595081,10.96546359,0,0,0,0,0,0,463.8004029,0,323.4703196,0,16.64430352,41,123,257,18,42,31,106.89,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195,50,259.7310873,0,0,0,0,0,0,0,0,316.1,0,0,1009.291324,1570.776256,310,0
Battery,0,427.4418824,0,1827.3064,0,1600,10099.29115,833,3135.542638,172184.45,0,0,0,0,0,160,0,0,0,0,16000,3000,10920,0,0,20400,500,50,620.7175,10460.7,0,0,1863,0,17596,7191,0,0,5222,3200,0,0,0,50,0,0,0,10,0,0,0,0,52303,0,0,0,0,0,0,0,0,0,0,0,800,0,69.25603903,66.77724371,970.3384469,423.2377889,1806.8,1004,0,0,0,31083.063,3721.5
Onshore Wind,600,7500,2016.6,7986,0,2550,1498,147.5,3156,161125,0,0,500,0,0,3500,0,861,0,10000,75400,13000,40000,28.79999924,2000,10000,1000,2000,0,7000,500,0,1803,350,5016,211,49980,22539,78342,5650,0,0,0,0,0,352,1000,4847,310,0,440,0,10000,0,0,0,0,0,2424.575,1858.09,2260.7,10806,20,10463,6000,4282.25,3670,8200,4320,2370,64,1000,1157,23000,2500,22270.5897,2550
Offshore Wind,0,0,0,4360,3600,3600,0,0,0,0,70248,3000,672.6,3000,10000,1923.4,0,1604.8,7000,0,10000,26722.4,0,0,0,7000,2800,12000,44375,14950,0,0,2550,0,0,0,25869,5833,0,1600,3100,900,6200,2600,3200,4500,0,0,0,3100,0,0,0,7300,8000,8000,6000,2000,0,7500,0,0,0,0,41242.5,7300,8000,8000,6000,2000,2000,500,0,0,0,7503.5,10900
Solar PV,1200,12000,1809.8,29000,0,4000,13312,1210,12521,400000,0,0,2943,0,0,4351,4266,1460,0,10000,101437.5,9000,80000,340,2000,15000,500,1761,17160.65376,7987,10000,0,6532,24798,50165,62144,10602,23363,35810,5900,0,0,0,1032.4,0,386.03,800,2511,250,31.5,806,0,99983.26957,0,0,0,0,0,1300,0,10640,20000,350,13393.56498,10300,605.85,0,254,3160,1350,3845,2500,1431,22000,2500,25890,617
Reservoir,2142.744,2787.129,1906,0,0,1281.3,9291.278101,0,520.51,819,0,1821.744,0,0,0,0,0,0,0,0,11414.19,3236.608,9847,182,4326.3,2743.7,0,1948.09,0,0,0,0,701.284,389.27,987.457,6344.974,178.27,153.3975,42.34,0,0,0,0,0,0,0,0,0,0,1058.4,728.6,0,0,0,0,0,0,0,3391.926249,4932.825094,22402.61096,427.48,0,3765.5,2561.854,434.27,5444,7650.1,2286,237.1,21.4,21.28,0,27700,4650,0,0
Run-of-River,757.672,5350.12576,40.8,165.002,0,535.51,4484.368266,0,431.63,3933.9,0,400.672,0,0,0,0,0,0,0,2832,3424.665616,0,13600,14,3140,777.98,0,63.14,64.203,215,0,0,125.385,293.62,696.77254,5710.5631,50.03,81.905,91.925,126.2,0,0,0,43,0,0,0,1720,0,78.853,418.9400011,0,37,0,0,0,0,0,1290.715626,829.7758179,6082.590711,367.31,0,505,3396.184,2767.57,0,0,0,0,157.1605499,1425.3015,0,9110,275,2513.494062,0
Other RES,0,760.6445555,0,614.625,0,309,1015.37634,12.1,532.1,2710.206,0,0,0,0,0,7.26,0,134.65,0,0,1730.0002,2624.82,2415.06,36,0,3119.997,0,198,224.4437,115,0,0,165.36,1048.86,502.11,2140.39,413.3,93.95,85.06,209.89,0,0,0,167.8,0,299.927,0,0,30,49,31,0,0,0,0,0,0,0,0,0,0,1757.085322,0,1683,224.9978,130.99,198.7,743.57,2554.055,698.09,110.9178891,513.1415783,0,3900,500,8172.517126,120.5
